CODICE PRODOTTO,CODICE OE,CODICI CROSS,BRAND,DESCRIZIONE,LINK IMMAGINE,CATEGORIA,GIACENZA,PREZZO,SCHEDA TECNICA,SCHEDA DI SICUREZZA,CONFEZIONE,QUANTITÀ MINIMA,META.LUNGHEZZA,META.LARGHEZZA,META.PROFONDITA',META. ...
F00VX99995,,,BOSCH,KIT OR UIS CURSOR,,Ricambio,28.0,12.9,,,1 pz,1,,,,
F00VX99996,,,BOSCH,KIT OR UIS IVECO CURSOR,,Ricambio,24.0,13.9,,,1 pz,1,,,,
F00VX99998,,,BOSCH,KIT OR UIS VOLVO,,Ricambio,12.0,13.9,,,1 pz,1,,,,
F00VX99999,,,BOSCH,KIT OR UIS SCANIA,,Ricambio,40.0,14.9,,,1 pz,1,,,,
F00ZC01301,,,BOSCH,GRUPPO VALVOLA,,Ricambio,13.0,52.9,,,1 pz,1,,,,
F00ZC01302,,,BOSCH,GRUPPO VALVOLA,,Ricambio,4.0,25.9,,,1 pz,1,,,,
F00ZC01309,,,BOSCH,GRUPPO VALVOLA,,Ricambio,4.0,62.9,,,1 pz,1,,,,
F00ZC01337,,,BOSCH,GRUPPO VALVOLA,,Ricambio,2.0,56.9,,,1 pz,1,,,,
F00ZC99427,,,BOSCH,POLV/AST 0433175314+F00VC01309,,Ricambio,4.0,85.9,,,1 pz,1,,,,
F00ZC99615,,,BOSCH,Serie parti,,Ricambio,4.0,81.9,,,1 pz,1,,,,
F00ZC99621,,,BOSCH,Serie parti,,Ricambio,4.0,87.9,,,1 pz,1,,,,
F00ZC99660,,,BOSCH,POLV/AST 0433172136+F00VC01003,,Ricambio,24.0,43.9,,,1 pz,1,,,,
F00ZD20003,,,BOSCH,DADO UGELLO,,Ricambio,8.0,12.9,,,1 pz,1,,,,
F00ZZ20000,,,BOSCH,"DISTANZIALE 17,9X7 MM",,Ricambio,6.0,15.9,,,1 pz,1,,,,
F018B06804,,,BOSCH,"DISTANZIALE 17,8X7 MM",,Ricambio,34.0,19.9,,,1 pz,1,,,,
F019121120,,,BOSCH,POLV. DLLA150P120,,Ricambio,3.0,22.9,,,1 pz,1,,,,
F019Z2E777,,,BOSCH,OSCILLARE,,Ricambio,1.0,45.9,,,1 pz,1,,,,
F019Z2E906,,,BOSCH,CONNETTORE,,Ricambio,1.0,32.9,,,1 pz,1,,,,
F01G09X03R,,,BOSCH,PPT COMPLETO 48-4120,,Ricambio,4.0,79.9,,,1 pz,1,,,,
F01G0V5000,,,BOSCH,POLV. NP-DLLA140PN291,,Ricambio,6.0,23.9,,,1 pz,1,,,,
F01G1060UV,,,BOSCH,ALBERO TRASCINAMENTO 17 MM,,Ricambio,4.0,24.9,,,1 pz,1,,,,
F01G2060PP,,,BOSCH,POMPA TRASFERTA 20MM SOLO DX,,Ricambio,5.0,29.9,,,1 pz,1,,,,
F01G2060PS,,,BOSCH,POMPA ALIMENTAZIONE,,Ricambio,3.0,29.9,,,1 pz,1,,,,
F01M100029,,,BOSCH,ALBERO CP1H3,,Ricambio,1.0,43.9,,,1 pz,1,,,,
F01M100285,,,BOSCH,ALBERO AD ECCENTRICO CR,,Ricambio,7.0,51.9,,,1 pz,1,,,,
F01M100298,,,BOSCH,ROTELLA PORTANTE,,Ricambio,2.0,40.9,,,1 pz,1,,,,
F01M100326,,,BOSCH,ALBERO ECCENTR C/R 80 MAGG.,,Ricambio,30.0,43.9,,,1 pz,1,,,,
F01M100333,,,BOSCH,RACCORDO POMPA RAIL,,Ricambio,25.0,15.9,,,1 pz,1,,,,
F01M100412,,,BOSCH,ALBERO ECCENTRICO,,Ricambio,1.0,52.9,,,1 pz,1,,,,
F01M100567,,,BOSCH,ALBERO ECCENTRICO ALZATA 85,,Ricambio,2.0,42.9,,,1 pz,1,,,,
F01M100579,,,BOSCH,ASSE TRASCINAMENTO CP1H,,Ricambio,2.0,38.9,,,1 pz,1,,,,
F01M100749,,,BOSCH,VALVOLA RIFLUSSO C/RAIL,,Ricambio,28.0,23.9,,,1 pz,1,,,,
F01M100752,,,BOSCH,ALBERO ECCENTRICO,,Ricambio,1.0,46.9,,,1 pz,1,,,,
F01M100869,,,BOSCH,TESTATA COMPRESSORE CP1H,,Ricambio,9.0,50.9,,,1 pz,1,,,,
F01M100878,,,BOSCH,RACCORDO CP1K3 ATT RAPIDO,,Ricambio,4.0,21.9,,,1 pz,1,,,,
F01M100927,,,BOSCH,GRUPPO POMPANTE CP1H3,,Ricambio,21.0,50.9,,,1 pz,1,,,,
F01M100928,,,BOSCH,ALBERO TRASC CP1H3,,Ricambio,4.0,93.9,,,1 pz,1,,,,
F01M100947,,,BOSCH,GRUPPO POMPANTE CP1H3,,Ricambio,21.0,44.9,,,1 pz,1,,,,
F01M100949,,,BOSCH,ALBERO ECCENTRICO R/70,,Ricambio,13.0,49.9,,,1 pz,1,,,,
F01M100984,,,BOSCH,PARAOLIO 20X31X7.3,,Ricambio,158.0,12.9,,,1 pz,1,,,,
F01M101089,,,BOSCH,TESTATA POMPANTE CP1H,,Ricambio,3.0,44.9,,,1 pz,1,,,,
F01M101170,,,BOSCH,ALBERO COMANDO,,Ricambio,1.0,44.9,,,1 pz,1,,,,
F01M101187,,,BOSCH,ALBERO A ECCENTRICO,,Ricambio,1.0,87.9,,,1 pz,1,,,,
F01M101214,,,BOSCH,KIT FLANGIA POMPA CR,,Ricambio,1.0,47.9,,,1 pz,1,,,,
F01M101267,,,BOSCH,Testa cilindrica,,Ricambio,3.0,58.9,,,1 pz,1,,,,
F01M101322,,,BOSCH,TESTATA POMPA CP1H3 MAGG.,,Ricambio,18.0,60.9,,,1 pz,1,,,,
F01M101347,,,BOSCH,"POMPANTE C/RAIL 7,2 MM. EX1259",,Ricambio,9.0,49.9,,,1 pz,1,,,,
F01M101349,,,BOSCH,POMPANTE C/RAIL 6.5 MM,,Ricambio,37.0,42.9,,,1 pz,1,,,,
F01M101350,,,BOSCH,POMPANTE C/RAIL SMART,,Ricambio,3.0,50.9,,,1 pz,1,,,,
F01M101355,,,BOSCH,POMPANTE,,Ricambio,3.0,50.9,,,1 pz,1,,,,
F01M101438,,,BOSCH,ALBERO ECCENTRICO R/85,,Ricambio,1.0,39.9,,,1 pz,1,,,,
F01M101454,,,BOSCH,KIT GUARNIZ. C/RAIL CP1 GOCCIA,,Ricambio,121.0,17.9,,,1 pz,1,,,,
F01M101455,,,BOSCH,KIT GUARNIZIONI,,Ricambio,12.0,18.9,,,1 pz,1,,,,
F01M101456,,,BOSCH,KIT GUARNIZ. CP1 DAILY,,Ricambio,198.0,19.9,,,1 pz,1,,,,
F01M101475,,,BOSCH,PARAOLIO,,Ricambio,13.0,13.9,,,1 pz,1,,,,
F01M101496,,,BOSCH,POMPANTE CP1H,,Ricambio,4.0,61.9,,,1 pz,1,,,,
F01M101502,,,BOSCH,VALVOLA DI TROPPO PIENO,,Ricambio,2.0,25.9,,,1 pz,1,,,,
F01M101516,,,BOSCH,ROTELLA PORTANTE,,Ricambio,1.0,32.9,,,1 pz,1,,,,
F01M101618,,,BOSCH,FLANGIA,,Ricambio,1.0,51.9,,,1 pz,1,,,,
F01M101621,,,BOSCH,FLANGIA,,Ricambio,4.0,53.9,,,1 pz,1,,,,
F01M101652,,,BOSCH,Albero A Eccentrico,,Ricambio,2.0,46.9,,,1 pz,1,,,,
F01M101694,,,BOSCH,PIASTRA POMPA C/RAIL,,Ricambio,3.0,47.9,,,1 pz,1,,,,
F01M101781,,,BOSCH,TESTA CILINDRICA,,Ricambio,24.0,54.9,,,1 pz,1,,,,
F01M101975,,,BOSCH,FLANGIA,,Ricambio,1.0,56.9,,,1 pz,1,,,,
F01M102060,,,BOSCH,ALBERO A ECCENTRICO,,Ricambio,2.0,89.9,,,1 pz,1,,,,
F01M102180,,,BOSCH,Flangia,,Ricambio,1.0,71.9,,,1 pz,1,,,,
F01M102207,,,BOSCH,FLANGIA EX F01M101619,,Ricambio,19.0,48.9,,,1 pz,1,,,,
F01M102261,,,BOSCH,OR A PARAOL CP3/CP1H -BIANCO/BLU,,Ricambio,32.0,12.9,,,1 pz,1,,,,
F01M102389,,,BOSCH,KIT RIP CP1H POMPA CON INGRAN,,Ricambio,17.0,40.9,,,1 pz,1,,,,
F01M102390,,,BOSCH,KIT RIP CP1H POMP SENZ INGRAN,,Ricambio,55.0,38.9,,,1 pz,1,,,,
F026003484,,,BOSCH,POMPA FRENI,,Ricambio,1.0,65.9,,,1 pz,1,,,,
F026400002,,,BOSCH,F/ARIA 1.3 JDT MULTIJET,,Ricambio,1.0,12.9,,,1 pz,1,,,,
F026400033,,,BOSCH,F/ARIA NISSA NAVARA,,Ricambio,1.0,15.9,,,1 pz,1,,,,
F026400043,,,BOSCH,FILTRO ARIA,,Ricambio,1.0,12.9,,,1 pz,1,,,,
F026400055,,,BOSCH,FILTRO ARIA,,Ricambio,4.0,16.9,,,1 pz,1,,,,
F026400057,,,BOSCH,FILTRO ARIA,,Ricambio,2.0,14.9,,,1 pz,1,,,,
F026400059,,,BOSCH,FILTRO ARIA DUCATO,,Ricambio,5.0,21.9,,,1 pz,1,,,,
F026400097,,,BOSCH,FILTRO ARIA,,Ricambio,2.0,14.9,,,1 pz,1,,,,
F026400101,,,BOSCH,FILTRO ARIA NISSAN,,Ricambio,4.0,15.9,,,1 pz,1,,,,
F026400102,,,BOSCH,FILTRO ARIA,,Ricambio,1.0,13.9,,,1 pz,1,,,,
F026400103,,,BOSCH,FILTRO ARIA,,Ricambio,4.0,16.9,,,1 pz,1,,,,
F026400104,,,BOSCH,FILTRO ARIA LAND ROVER,,Ricambio,2.0,14.9,,,1 pz,1,,,,
F026400119,,,BOSCH,FILTRO ARIA BMW,,Ricambio,2.0,24.9,,,1 pz,1,,,,
F026400122,,,BOSCH,FILTRO ARIA,,Ricambio,3.0,14.9,,,1 pz,1,,,,
F026400126,,,BOSCH,FILTRO ARIA,,Ricambio,2.0,15.9,,,1 pz,1,,,,
F026400127,,,BOSCH,FILTRO ARIA,,Ricambio,1.0,16.9,,,1 pz,1,,,,
F026400143,,,BOSCH,FILTRO ARIA,,Ricambio,3.0,13.9,,,1 pz,1,,,,
F026400144,,,BOSCH,F/ARIA SMART,,Ricambio,4.0,13.9,,,1 pz,1,,,,
F026400157,,,BOSCH,FILTRO ARIA AUDI,,Ricambio,1.0,18.9,,,1 pz,1,,,,
F026400165,,,BOSCH,FILTRO ARIA,,Ricambio,4.0,17.9,,,1 pz,1,,,,
F026400183,,,BOSCH,CARTUCCIA FILTRO ARIA,,Ricambio,1.0,19.9,,,1 pz,1,,,,
F026400202,,,BOSCH,CARTUCCIA FILTRO DI ARIA,,Ricambio,1.0,15.9,,,1 pz,1,,,,
F026400217,,,BOSCH,FILTRO ARIA,,Ricambio,2.0,15.9,,,1 pz,1,,,,
F026400220,,,BOSCH,FILTRO ARIA CITROEN,,Ricambio,1.0,15.9,,,1 pz,1,,,,
F026400222,,,BOSCH,FILTRO ARIA,,Ricambio,1.0,13.9,,,1 pz,1,,,,
F026400233,,,BOSCH,FILTRO ARIA,,Ricambio,2.0,20.9,,,1 pz,1,,,,
F026400252,,,BOSCH,CARTUCCIA FILTRO ARIA,,Ricambio,1.0,29.9,,,1 pz,1,,,,
F026400253,,,BOSCH,FILTRO ARIA,,Ricambio,6.0,15.9,,,1 pz,1,,,,
F026400259,,,BOSCH,FILTRO ARIA,,Ricambio,4.0,20.9,,,1 pz,1,,,,
F026400265,,,BOSCH,FILTRO ARIA,,Ricambio,1.0,13.9,,,1 pz,1,,,,
F026400285,,,BOSCH,FILTRO ARIA,,Ricambio,1.0,14.9,,,1 pz,1,,,,
F026400287,,,BOSCH,FILTRO ARIA,,Ricambio,3.0,16.9,,,1 pz,1,,,,
F026400297,,,BOSCH,FILTRO ARIA,,Ricambio,2.0,15.9,,,1 pz,1,,,,
F026400298,,,BOSCH,FILTRO ARIA,,Ricambio,2.0,17.9,,,1 pz,1,,,,
F026400320,,,BOSCH,FILTRO ARIA,,Ricambio,2.0,21.9,,,1 pz,1,,,,
F026400322,,,BOSCH,CARTUCCIA FILTRO ARIA,,Ricambio,1.0,18.9,,,1 pz,1,,,,
F026400341,,,BOSCH,Cartuccia filtro di aria,,Ricambio,1.0,15.9,,,1 pz,1,,,,
F026400343,,,BOSCH,FILTRO ARIA,,Ricambio,6.0,15.9,,,1 pz,1,,,,
F026400345,,,BOSCH,FILTRO ARIA,,Ricambio,3.0,17.9,,,1 pz,1,,,,
F026400346,,,BOSCH,FILTRO ARIA,,Ricambio,3.0,14.9,,,1 pz,1,,,,
F026400369,,,BOSCH,FILTRO ARIA 500X 1.6JTD,,Ricambio,8.0,16.9,,,1 pz,1,,,,
F026400379,,,BOSCH,FILTRO ARIA,,Ricambio,6.0,17.9,,,1 pz,1,,,,
F026400388,,,BOSCH,F/ARIA MERCEDES E280 CDI,,Ricambio,2.0,17.9,,,1 pz,1,,,,
F026400389,,,BOSCH,F/ARIA MERCEDES E280 CDI,,Ricambio,3.0,17.9,,,1 pz,1,,,,
F026400422,,,BOSCH,Cartuccia filtro di aria,,Ricambio,2.0,20.9,,,1 pz,1,,,,
F026400459,,,BOSCH,FILTRO ARIA,,Ricambio,3.0,19.9,,,1 pz,1,,,,
F026400496,,,BOSCH,FILTRO ARIA,,Ricambio,5.0,16.9,,,1 pz,1,,,,
F026400505,,,BOSCH,FILTRO ARIA,,Ricambio,1.0,14.9,,,1 pz,1,,,,
F026400550,,,BOSCH,Cartuccia filtro di aria,,Ricambio,1.0,26.9,,,1 pz,1,,,,
F026400613,,,BOSCH,Cartuccia filtro di aria,,Ricambio,2.0,15.9,,,1 pz,1,,,,
F026402001,,,BOSCH,F/NAFTA MERCEDES,,Ricambio,2.0,14.9,,,1 pz,1,,,,
F026402003,,,BOSCH,F. MERCEDES VITO C/SPURGO+FERM,,Ricambio,3.0,18.9,,,1 pz,1,,,,
F026402013,,,BOSCH,F/CARBURANTE CITROEN,,Ricambio,1.0,22.9,,,1 pz,1,,,,
F026402016,,,BOSCH,F/CARBURANTE RENAULT,,Ricambio,3.0,28.9,,,1 pz,1,,,,
F026402028,,,BOSCH,F/GASOLIO MAN,,Ricambio,3.0,17.9,,,1 pz,1,,,,
F026402033,,,BOSCH,F/GASOLIO DAF,,Ricambio,2.0,15.9,,,1 pz,1,,,,
F026402040,,,BOSCH,F/CARBURANTE FORD TRANSIT,,Ricambio,2.0,30.9,,,1 pz,1,,,,
F026402048,,,BOSCH,F/GASOLIO ALFA/FIAT/LANC,,Ricambio,1.0,19.9,,,1 pz,1,,,,
F026402049,,,BOSCH,F/NAFTA FIAT,,Ricambio,2.0,35.9,,,1 pz,1,,,,
F026402062,,,BOSCH,FILTRO GASOLIO CHEVROLET,,Ricambio,1.0,22.9,,,1 pz,1,,,,
F026402067,,,BOSCH,F/CARBURANTE MERGANE III 110CV,,Ricambio,2.0,29.9,,,1 pz,1,,,,
F026402076,,,BOSCH,F/GASOLIO IDEA,,Ricambio,7.0,32.9,,,1 pz,1,,,,
F026402082,,,BOSCH,FILTRO GASOLIO,,Ricambio,1.0,22.9,,,1 pz,1,,,,
F026402085,,,BOSCH,F/GASOLIO BMW,,Ricambio,4.0,25.9,,,1 pz,1,,,,
F026402093,,,BOSCH,FILTRO GASOLIO,,Ricambio,2.0,14.9,,,1 pz,1,,,,
F026402095,,,BOSCH,F/CARBURANTE ROVER A SILURO,,Ricambio,2.0,17.9,,,1 pz,1,,,,
F026402103,,,BOSCH,FILTRO CARBURANTE,,Ricambio,1.0,27.9,,,1 pz,1,,,,
F026402106,,,BOSCH,FILTRO CONDOTTO CARBURANTE,,Ricambio,3.0,26.9,,,1 pz,1,,,,
F026402107,,,BOSCH,FILTRO CARBURANTE,,Ricambio,1.0,14.9,,,1 pz,1,,,,
F026402108,,,BOSCH,Filtro condotto carbur,,Ricambio,2.0,31.9,,,1 pz,1,,,,
F026402111,,,BOSCH,FILTRO CARB AUDI,,Ricambio,2.0,21.9,,,1 pz,1,,,,
F026402120,,,BOSCH,F/CARBURANTE FORD,,Ricambio,2.0,16.9,,,1 pz,1,,,,
F026402130,,,BOSCH,Filtro carburante,,Ricambio,2.0,13.9,,,1 pz,1,,,,
F026402135,,,BOSCH,CARTUCCIA FILTRO CARBURANTE,,Ricambio,1.0,22.9,,,1 pz,1,,,,
F026402146,,,BOSCH,FILTRO CARBURANTE,,Ricambio,3.0,33.9,,,1 pz,1,,,,
F026402176,,,BOSCH,FILTRO DIESEL,,Ricambio,1.0,24.9,,,1 pz,1,,,,
F026402200,,,BOSCH,F/CARBURANTE NISSAN,,Ricambio,2.0,39.9,,,1 pz,1,,,,
F026402204,,,BOSCH,F/NAFTA FORD FOCSU/C-MAX 1.6,,Ricambio,18.0,41.9,,,1 pz,1,,,,
F026402212,,,BOSCH,FILTRO GASOLIO 500X,,Ricambio,8.0,27.9,,,1 pz,1,,,,
F026402223,,,BOSCH,Cartuccia filtro carbur,,Ricambio,2.0,18.9,,,1 pz,1,,,,
F026402257,,,BOSCH,FILTRO CONDOTTO CARBUR,,Ricambio,1.0,28.9,,,1 pz,1,,,,
F026402280,,,BOSCH,Filtro condotto carbur,,Ricambio,2.0,56.9,,,1 pz,1,,,,
F026402356,,,BOSCH,Elemento filtrante carb,,Ricambio,1.0,21.9,,,1 pz,1,,,,
F026402358,,,BOSCH,F/CARBURANTE BMW SERIE 3 >2019,,Ricambio,2.0,26.9,,,1 pz,1,,,,
F026402359,,,BOSCH,F/CARBURANTE PSA,,Ricambio,6.0,18.9,,,1 pz,1,,,,
F026402533,,,BOSCH,F/CARBURANTE CITROEN FORD,,Ricambio,3.0,19.9,,,1 pz,1,,,,
F026402808,,,BOSCH,Filtro Condotto Carbur,,Ricambio,1.0,21.9,,,1 pz,1,,,,
F026402809,,,BOSCH,F/CARBURANTE VW/AUDI,,Ricambio,1.0,21.9,,,1 pz,1,,,,
F026402824,,,BOSCH,FILTRO CARBURANTE BMW,,Ricambio,2.0,25.9,,,1 pz,1,,,,
F026402825,,,BOSCH,FILTRO GASOLIO,,Ricambio,4.0,17.9,,,1 pz,1,,,,
F026402829,,,BOSCH,F/CARBURANTE INSERTO,,Ricambio,2.0,18.9,,,1 pz,1,,,,
F026402835,,,BOSCH,F/GASOLIO AUDI,,Ricambio,4.0,21.9,,,1 pz,1,,,,
F026402836,,,BOSCH,FILTRO GASOLIO,,Ricambio,3.0,52.9,,,1 pz,1,,,,
F026402839,,,BOSCH,FILTRO GASOLIO MERCEDES,,Ricambio,2.0,51.9,,,1 pz,1,,,,
F026402840,,,BOSCH,FILTRO CARBURANTE MERCEDES,,Ricambio,1.0,39.9,,,1 pz,1,,,,
F026402841,,,BOSCH,Filtro condotto carbur,,Ricambio,2.0,41.9,,,1 pz,1,,,,
F026402843,,,BOSCH,FILTRO DIESEL,,Ricambio,1.0,49.9,,,1 pz,1,,,,
F026402844,,,BOSCH,FILTRO GASOLIO MERCEDES,,Ricambio,3.0,54.9,,,1 pz,1,,,,
F026402846,,,BOSCH,FILTRO CARB,,Ricambio,2.0,27.9,,,1 pz,1,,,,
F026402848,,,BOSCH,F/CARBURANTE,,Ricambio,1.0,25.9,,,1 pz,1,,,,
F026402862,,,BOSCH,F/GASOLIO,,Ricambio,3.0,22.9,,,1 pz,1,,,,
F026402864,,,BOSCH,FILTRO GASOLIO FORD FOCUS,,Ricambio,1.0,22.9,,,1 pz,1,,,,
F026404001,,,BOSCH,FILTRO SERBATOIO SER,,Ricambio,2.0,18.9,,,1 pz,1,,,,
F026407003,,,BOSCH,FILTRO OLIO,,Ricambio,2.0,12.9,,,1 pz,1,,,,
F026407008,,,BOSCH,F/OLIO MERCEDES E280 CDI,,Ricambio,2.0,13.9,,,1 pz,1,,,,
F026407014,,,BOSCH,FILTRO OLIO,,Ricambio,3.0,11.9,,,1 pz,1,,,,
F026407024,,,BOSCH,FILTRO OLIO,,Ricambio,1.0,13.9,,,1 pz,1,,,,
F026407026,,,BOSCH,FILTRO OLIO,,Ricambio,3.0,13.9,,,1 pz,1,,,,
F026407027,,,BOSCH,FILTRO OLIO,,Ricambio,1.0,12.9,,,1 pz,1,,,,
F026407048,,,BOSCH,FILTRO OLIO IVECO,,Ricambio,8.0,27.9,,,1 pz,1,,,,
F026407096,,,BOSCH,FILTRO OLIO ALFA 159,,Ricambio,5.0,12.9,,,1 pz,1,,,,
F026407119,,,BOSCH,FILTRO OLIO,,Ricambio,2.0,26.9,,,1 pz,1,,,,
F026407121,,,BOSCH,FILTRO OLIO,,Ricambio,2.0,16.9,,,1 pz,1,,,,
F026407123,,,BOSCH,FILTRO OLIO,,Ricambio,4.0,15.9,,,1 pz,1,,,,
F026407125,,,BOSCH,F/OLIO RENAULT MASTER,,Ricambio,3.0,12.9,,,1 pz,1,,,,
F026407143,,,BOSCH,FILTRO OLIO,,Ricambio,1.0,11.9,,,1 pz,1,,,,
F026407147,,,BOSCH,FILTRO OLIO,,Ricambio,4.0,12.9,,,1 pz,1,,,,
F026407157,,,BOSCH,FILTRO OLIO,,Ricambio,4.0,11.9,,,1 pz,1,,,,
F026407176,,,BOSCH,FILTRO OLIO,,Ricambio,12.0,12.9,,,1 pz,1,,,,
F026407188,,,BOSCH,FILTRO OLIO,,Ricambio,4.0,11.9,,,1 pz,1,,,,
F026407196,,,BOSCH,FILTRO OLIO,,Ricambio,1.0,18.9,,,1 pz,1,,,,
F026407197,,,BOSCH,FILTRO OLIO,,Ricambio,17.0,31.9,,,1 pz,1,,,,
F026407204,,,BOSCH,FILTRO OLIO BMW X1,,Ricambio,4.0,14.9,,,1 pz,1,,,,
F026407205,,,BOSCH,FILTRO OLIO,,Ricambio,1.0,15.9,,,1 pz,1,,,,
F04R320367,,,BOSCH,REGOLATORE TENSIONE,,Ricambio,1.0,29.9,,,1 pz,1,,,,
H105000174,,,BOSCH,POLVERIZZ. NP-DN0SD193,,Ricambio,6.0,29.9,,,1 pz,1,,,,
H105000187,,,BOSCH,POLV. NP-DN0SDN187,,Ricambio,6.0,25.9,,,1 pz,1,,,,
H105000189,,,BOSCH,POLV. NP-DN12SDN189,,Ricambio,8.0,27.9,,,1 pz,1,,,,
H105000223,,,BOSCH,POLVERIZZ. DN4SDN223,,Ricambio,4.0,30.9,,,1 pz,1,,,,
H105000226,,,BOSCH,POLV. DN0SDN226 SUZUKI VITARA,,Ricambio,4.0,26.9,,,1 pz,1,,,,
H105000229,,,BOSCH,POLV. NP-DN0SDN229,,Ricambio,6.0,26.9,,,1 pz,1,,,,
H105007100,,,BOSCH,Polverizzatore NP-DN15PDN100,,Ricambio,5.0,15.9,,,1 pz,1,,,,
H105007101,,,BOSCH,POLV. 4PDN101 BOB CAT,,Ricambio,9.0,21.9,,,1 pz,1,,,,
H105007112,,,BOSCH,POLV. NP-DN0PDN112,,Ricambio,24.0,16.9,,,1 pz,1,,,,
H105007113,,,BOSCH,POLV. DN0PDN113 NISSAN PICK-UP,,Ricambio,8.0,16.9,,,1 pz,1,,,,
H105007117,,,BOSCH,POLV. DN4PDN117,,Ricambio,12.0,20.9,,,1 pz,1,,,,
H105007118,,,BOSCH,POLV. NP-DN4PD1,,Ricambio,15.0,15.9,,,1 pz,1,,,,
H105007121,,,BOSCH,POLV. NP-DN0PDN121,,Ricambio,12.0,13.9,,,1 pz,1,,,,
H105007126,,,BOSCH,POLV. DN4PD57,,Ricambio,8.0,17.9,,,1 pz,1,,,,
H105007129,,,BOSCH,POLV. NP-DN10PDN129,,Ricambio,16.0,19.9,,,1 pz,1,,,,
H105007130,,,BOSCH,POLV. DN10PDN130 PAJERO 2.5,,Ricambio,44.0,14.9,,,1 pz,1,,,,
H105007130/ES,,,BOSCH,POLV. DN10PDN130 PAJERO 2.5,,Ricambio,6.0,12.9,,,1 pz,1,,,,
H105007131,,,BOSCH,POLV. DN0PDN131,,Ricambio,4.0,20.9,,,1 pz,1,,,,
H105007133,,,BOSCH,POLV. NP-DN0PDN133,,Ricambio,8.0,28.9,,,1 pz,1,,,,
H105007135,,,BOSCH,POLVERIZZ. NP-DN10PDN135,,Ricambio,8.0,18.9,,,1 pz,1,,,,
H105007154,,,BOSCH,POLV. NP-DN4PDN154,,Ricambio,3.0,25.9,,,1 pz,1,,,,
H105007159,,,BOSCH,POLV NP-DN0PDN159,,Ricambio,4.0,19.9,,,1 pz,1,,,,
H105007169,,,BOSCH,POLV DN4PDN169,,Ricambio,4.0,18.9,,,1 pz,1,,,,
H105015393,,,BOSCH,POLV. NP-DLLA154S284N393,,Ricambio,4.0,25.9,,,1 pz,1,,,,
H105015639,,,BOSCH,POLV. DLL155SN639,,Ricambio,6.0,29.9,,,1 pz,1,,,,
H105015666,,,BOSCH,Polverizzatore a fori,,Ricambio,6.0,28.9,,,1 pz,1,,,,
H105015907,,,BOSCH,POLV NP-DLLA154SN907,,Ricambio,6.0,26.9,,,1 pz,1,,,,
H105017061,,,BOSCH,Polverizzatore NP-DLLA154PN061,,Ricambio,8.0,20.9,,,1 pz,1,,,,
H105017159,,,BOSCH,Polverizzatore NP-DLLA160PN159,,Ricambio,8.0,27.9,,,1 pz,1,,,,
H105017186,,,BOSCH,Polverizzatore NP-DLLA154PN186,,Ricambio,8.0,20.9,,,1 pz,1,,,,
H105017203,,,BOSCH,POLV. NP-DLLA153PN203,,Ricambio,4.0,18.9,,,1 pz,1,,,,
H105017204,,,BOSCH,POLV. NP-DLLA140PN204,,Ricambio,4.0,39.9,,,1 pz,1,,,,
H105017238,,,BOSCH,KIT POLV. NP-DLLA145PN238,,Ricambio,4.0,26.9,,,1 pz,1,,,,
H105017269,,,BOSCH,POLV. NP-DLLA152PN269,,Ricambio,4.0,25.9,,,1 pz,1,,,,
H105017283,,,BOSCH,POLV. NP-DLLA148PN283,,Ricambio,4.0,41.9,,,1 pz,1,,,,
H105017284,,,BOSCH,POLV. NP-DLLA152PN284,,Ricambio,4.0,26.9,,,1 pz,1,,,,
H105017302,,,BOSCH,POLV. DLLA140PN302,,Ricambio,8.0,27.9,,,1 pz,1,,,,
H105017315,,,BOSCH,POLV. ND-DLLA150PN315,,Ricambio,12.0,33.9,,,1 pz,1,,,,
H105017357,,,BOSCH,POLV. NP-DLLA145PN357,,Ricambio,4.0,26.9,,,1 pz,1,,,,
H105017937,,,BOSCH,Polverizzatore a fori,,Ricambio,6.0,31.9,,,1 pz,1,,,,
H105025029,,,BOSCH,POLV. NP-DLLA153SM029,,Ricambio,4.0,28.9,,,1 pz,1,,,,
H105025138,,,BOSCH,POLV. DLLA156SM138,,Ricambio,12.0,24.9,,,1 pz,1,,,,
H105025291,,,BOSCH,POLV DLLA146SM291 DAEWOO,,Ricambio,6.0,35.9,,,1 pz,1,,,,
H105025304,,,BOSCH,POLV DLLA149SM304,,Ricambio,6.0,33.9,,,1 pz,1,,,,
H105025373,,,BOSCH,POLV. NP-DLLA141SM373,,Ricambio,8.0,28.9,,,1 pz,1,,,,
H109B12030,,,BOSCH,PATTINO A RULLI,,Ricambio,6.0,26.9,,,1 pz,1,,,,
H146110022,,,BOSCH,VALVOLA REGOLAZIONE,,Ricambio,3.0,16.9,,,1 pz,1,,,,
H146110062,,,BOSCH,VALVOLA REGOL PRESSIONE VE..F,,Ricambio,2.0,14.9,,,1 pz,1,,,,
H146600112,,,BOSCH,SERIE GUARNIZIONI VE...ZEXEL,,Ricambio,28.0,16.9,,,1 pz,1,,,,
KS00000384,,,BOSCH,Pompa sterzo meccanica,,Ricambio,1.0,252.9,,,1 pz,1,,,,
KS00000424,,,BOSCH,STERZO MECCANICO,,Ricambio,2.0,263.9,,,1 pz,1,,,,
KS00000436,,,BOSCH,"Pompa idraulica, Sterzo",,Ricambio,1.0,310.9,,,1 pz,1,,,,
